Sam	Sam Base/E
The team is saying bad things about Sean for skipping practice. Time to intervene.	
Sean is mesmerized by the majestic scenery of a dragon flying in the skies of the Iron Canyon.	
Sean seems to be worried about one of the team members that left after a quarrel. Let's talk to him.	
On a day off, Sean is looking at a passing couple with jealous eyes.	
Sean is asking you about the one thing you want the most in the universe. What do you tell him?	
There's been a mistake. The team's uniform is mixed up with the festival costumes. What should you tell the team?	
Sean is worried about the team's poor performance. Let's go talk to him.	
Sean is curious about the Galaxy League. What answer will help him?	
Sean wants to hear about your plans on training the new players. What should we answer?	
Sean is being sentimental about how soccer, which was supposed to be a one time thing, became his life. Let's talk with him.	
Sean is asking what to buy in the souvenir shop. Let's give him an opinion.	
Sean is asking who you think of first when you win a match. Let's answer.	
This match will be held on Earth. We still have some time. What do you want to do?	
Sean says that Hiro, a member of the Einherjar, doesn't remember why he was revived.	
The rain has messed up the field and the enemy team seems to be determined to crush your team.	
Sean seems to be curious about Bora's covered eye. What should we answer?	
Ogre's pony tail slapped Sean in the face!	
It's a throwing chance, but the opponent team player suddenly jumps in joy saying his baby brother is born. What should you do?	
Sean is suddenly showing massive improvement in his performance. He must've learned something during a match.	
Sean says that the Swirlies are missing.	
Sean says she forgot to use her skill points before entering the match. What should we say to him?	
You witness Fontus, the most violent and powerful creature in the universe, flying the night sky in a Santa costume.	
Sean picked up a diary. It says Bell on the cover.	
Sorrow suddenly flies off after seeing a shiny object in the sky.	
Sean is irritated because her opponent has the attribute advantage over her.	
Sean thinks Nana on the other team actually isn't a raccoon.	
Sean is asking about the team's goal of this season. What should you tell him?	
Sean is asking about my ideal type of person. Should be careful about answering this...	
Sean seems to be thinking that the team has already become the best in the universe. He seems a bit too carried away. What should you do?	
Sean is arrogantly looking down at the other team. Let's stop him from causing any problems.	
Does one have to make intentional fouls in order to win? Let's give him some advice.	
Sean is having trouble deciding a name for his special move. His options are ''Infinity Illusion Shot'', ''11th Dimension Ultra Gravity Shot'', ''Astral Space Shot'', and a few more.	
Sean is all alone in the locker room worrying about the fate of the universe. Let's go talk to him.	
Sean is making a scene. He'd rather jump into space than to be eaten alive by vicious aliens.	
Sean is blaming the team for their pass mistakes and is questioning their soccer skills.	
Sean is complaining that it's boring to play only soccer every day. What should we say to him?	
It's before the 2nd half, and Sean is complaining that we're up against an opponent that's too strong.	
You forgot to lock Sean and almost used him as training material! He looks very upset!	
Sean is confused that he won the MVP. What should you tell him?	
Sean is talking with the team about what they would be doing if they didn't start soccer. Let's join them.	
